Position	Probe	MeanCoverage
X:123197769-123197949	STAG2_Cds_17123599_UserDefined_(33381987)_52951059.1	3689
X:123197649-123197824	STAG2_Cds_17123599_UserDefined_(33381987)_52951060.1	2327
X:123184119-123184288	STAG2_Cds_17123904_UserDefined_(33381988)_52951057.1	4118
X:123183997-123184175	STAG2_Cds_17123904_UserDefined_(33381988)_52951058.1	3037
X:123210261-123210431	STAG2_Cds_17124183_UserDefined_(33381989)_52951065.1	4061
X:123210147-123210322	STAG2_Cds_17124183_UserDefined_(33381989)_52951066.1	2293
X:123211888-123212077	STAG2_Cds_17124514_UserDefined_(33381990)_52951067.1	3007
X:123211754-123211942	STAG2_Cds_17124514_UserDefined_(33381990)_52951068.1	919
X:123199681-123199867	STAG2_Cds_17124720_UserDefined_(33381991)_52951125.1	1073
X:123171424-123171594	STAG2_Cds_17124933_UserDefined_(33381992)_52951123.1	3738
X:123171302-123171478	STAG2_Cds_17124933_UserDefined_(33381992)_52951124.1	2956
X:123205080-123205254	STAG2_Cds_17124972_UserDefined_(33381993)_52951063.1	4557
X:123204956-123205134	STAG2_Cds_17124972_UserDefined_(33381993)_52951064.1	3011
X:123156445-123156617	STAG2_Cds_17125058_UserDefined_(33381994)_52951122.1	1189
17:40475095-40475266	STAT3_Exon_20_Cds_16843077_UserDefined_(33381995)_52951073.1	3994
17:40474977-40475148	STAT3_Exon_20_Cds_16843077_UserDefined_(33381995)_52951074.1	2130
17:40474389-40474563	STAT3_Exon_21+STAT3_Exon_21_UserDefined_(33381996)_52951014.1	5216
17:40474267-40474443	STAT3_Exon_21+STAT3_Exon_21_UserDefined_(33381996)_52951015.1	2054
4:106155133-106155302	TET2+TET2_UserDefined_(32935732)_52951312.1	3754
4:106155321-106155490	TET2+TET2_UserDefined_(32935732)_52951313.1	19511
4:106155517-106155687	TET2+TET2_UserDefined_(32935732)_52951314.1	13862
4:106155695-106155864	TET2+TET2_UserDefined_(32935732)_52951315.1	10475
4:106155897-106156066	TET2+TET2_UserDefined_(32935732)_52951316.1	10582
4:106156093-106156262	TET2+TET2_UserDefined_(32935732)_52951317.1	7216
4:106156291-106156462	TET2+TET2_UserDefined_(32935732)_52951318.1	5140
4:106156469-106156638	TET2+TET2_UserDefined_(32935732)_52951319.1	10430
4:106156645-106156814	TET2+TET2_UserDefined_(32935732)_52951320.1	11102
4:106156819-106156988	TET2+TET2_UserDefined_(32935732)_52951321.1	17308
4:106156991-106157161	TET2+TET2_UserDefined_(32935732)_52951322.1	13380
4:106157181-106157352	TET2+TET2_UserDefined_(32935732)_52951323.1	11755
4:106157355-106157524	TET2+TET2_UserDefined_(32935732)_52951324.1	5297
4:106157549-106157718	TET2+TET2_UserDefined_(32935732)_52951325.1	7818
4:106157773-106157942	TET2+TET2_UserDefined_(32935732)_52951326.1	5863
4:106157997-106158171	TET2+TET2_UserDefined_(32935732)_52951327.1	11362
4:106158233-106158411	TET2+TET2_UserDefined_(32935732)_52951328.1	4528
4:106158479-106158649	TET2+TET2_UserDefined_(32935732)_52951329.1	2751
4:106155019-106155188	TET2+TET2_UserDefined_(32935732)_52951330.1	3422
4:106155217-106155386	TET2+TET2_UserDefined_(32935732)_52951331.1	8573
4:106155435-106155604	TET2+TET2_UserDefined_(32935732)_52951332.1	15954
4:106155605-106155776	TET2+TET2_UserDefined_(32935732)_52951333.1	12677
4:106155781-106155950	TET2+TET2_UserDefined_(32935732)_52951334.1	9283
4:106155979-106156149	TET2+TET2_UserDefined_(32935732)_52951335.1	11273
4:106156203-106156373	TET2+TET2_UserDefined_(32935732)_52951336.1	4928
4:106156383-106156552	TET2+TET2_UserDefined_(32935732)_52951337.1	7890
4:106156557-106156727	TET2+TET2_UserDefined_(32935732)_52951338.1	9282
4:106156733-106156902	TET2+TET2_UserDefined_(32935732)_52951339.1	15607
4:106156905-106157075	TET2+TET2_UserDefined_(32935732)_52951340.1	17195
4:106157095-106157265	TET2+TET2_UserDefined_(32935732)_52951341.1	11152
4:106157269-106157440	TET2+TET2_UserDefined_(32935732)_52951342.1	10226
4:106157465-106157635	TET2+TET2_UserDefined_(32935732)_52951343.1	4807
4:106157661-106157831	TET2+TET2_UserDefined_(32935732)_52951344.1	10413
4:106157881-106158051	TET2+TET2_UserDefined_(32935732)_52951345.1	5772
4:106158117-106158287	TET2+TET2_UserDefined_(32935732)_52951346.1	9556
4:106158357-106158533	TET2+TET2_UserDefined_(32935732)_52951347.1	5566
4:106190808-106190977	TET2_Cds_16997501_UserDefined_(33382005)_52951350.1	1908
4:106190694-106190863	TET2_Cds_16997501_UserDefined_(33382005)_52951351.1	2868
4:106190920-106191089	TET2_Cds_16997501_UserDefined_(33382005)_52951352.1	1350
4:106162549-106162732	TET2_Cds_16997560_UserDefined_(33382006)_52951307.1	3265
4:106162417-106162603	TET2_Cds_16997560_UserDefined_(33382006)_52951308.1	3080
4:106163958-106164132	TET2_Cds_16997773_UserDefined_(33382007)_52951029.1	3464
4:106180877-106181059	TET2_Cds_16998929_UserDefined_(33382008)_52951032.1	3061
4:106180741-106180930	TET2_Cds_16998929_UserDefined_(33382008)_52951033.1	3255
4:106164812-106164984	TET2_Cds_16999276_UserDefined_(33382009)_52951030.1	5292
4:106164694-106164866	TET2_Cds_16999276_UserDefined_(33382009)_52951031.1	4014
4:106196164-106196333	TET2_Cds_17000041_UserDefined_(33382010)_52951105.1	4983
4:106196344-106196513	TET2_Cds_17000041_UserDefined_(33382010)_52951106.1	7638
4:106196536-106196705	TET2_Cds_17000041_UserDefined_(33382010)_52951107.1	14081
4:106196718-106196887	TET2_Cds_17000041_UserDefined_(33382010)_52951108.1	11399
4:106196914-106197083	TET2_Cds_17000041_UserDefined_(33382010)_52951109.1	8706
4:106197102-106197271	TET2_Cds_17000041_UserDefined_(33382010)_52951110.1	10974
4:106197298-106197467	TET2_Cds_17000041_UserDefined_(33382010)_52951111.1	14484
4:106197540-106197729	TET2_Cds_17000041_UserDefined_(33382010)_52951112.1	4751
4:106196072-106196241	TET2_Cds_17000041_UserDefined_(33382010)_52951113.1	4251
4:106196256-106196426	TET2_Cds_17000041_UserDefined_(33382010)_52951114.1	6209
4:106196452-106196622	TET2_Cds_17000041_UserDefined_(33382010)_52951115.1	11417
4:106196636-106196805	TET2_Cds_17000041_UserDefined_(33382010)_52951116.1	14228
4:106196832-106197001	TET2_Cds_17000041_UserDefined_(33382010)_52951117.1	8959
4:106197012-106197181	TET2_Cds_17000041_UserDefined_(33382010)_52951118.1	9998
4:106197188-106197357	TET2_Cds_17000041_UserDefined_(33382010)_52951119.1	13463
4:106197414-106197594	TET2_Cds_17000041_UserDefined_(33382010)_52951120.1	4808
4:106197676-106197862	TET2_Cds_17000041_UserDefined_(33382010)_52951121.1	4066
4:106182953-106183142	TET2_Cds_17000050_UserDefined_(33382011)_52951034.1	1666
4:106182831-106183007	TET2_Cds_17000050_UserDefined_(33382011)_52951035.1	724
4:106193800-106193989	TET2_Cds_17001460_UserDefined_(33382012)_52951036.1	2753
4:106193684-106193854	TET2_Cds_17001460_UserDefined_(33382012)_52951037.1	3201
4:106193936-106194118	TET2_Cds_17001460_UserDefined_(33382012)_52951038.1	5525
17:7579397-7579584	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951075.1	3668
17:7579665-7579837	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951076.1	3596
17:7579273-7579447	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951077.1	3558
17:7579531-7579718	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951078.1	2387
17:7579787-7579973	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951079.1	965
17:7576599-7576784	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950447.1	5587
17:7576851-7577028	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950448.1	3837
17:7577093-7577263	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950449.1	9231
17:7576483-7576655	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950450.1	4983
17:7576731-7576903	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950451.1	5810
17:7576977-7577147	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950452.1	6608
17:7578262-7578446	TP53+TP53+TP53_UserDefined_(33382013)_52951016.1	12360
17:7578528-7578714	TP53+TP53+TP53_UserDefined_(33382013)_52951017.1	10234
17:7578136-7578317	TP53+TP53+TP53_UserDefined_(33382013)_52951018.1	7325
17:7578396-7578582	TP53+TP53+TP53_UserDefined_(33382013)_52951019.1	6659
17:7574018-7574187	TP53_Cds_16835833_UserDefined_(33446155)_52950444.1	4381
17:7573888-7574072	TP53_Cds_16835833_UserDefined_(33446155)_52950445.1	1138
17:7577458-7577630	TP53_Cds_16837290_UserDefined_(33382017)_52951054.1	7217
17:7572887-7573057	TP53_Cds_16839835_UserDefined_(33446156)_52950455.1	1719
21:44524366-44524552	U2AF1_Exon_2_Cds_16948859_UserDefined_(33382019)_52951028.1	510
21:44514862-44515031	U2AF1_Exon_6_Cds_16946181_UserDefined_(33382020)_52951026.1	1749
21:44514734-44514914	U2AF1_Exon_6_Cds_16946181_UserDefined_(33382020)_52951027.1	4891
11:32413571-32413749	WT1+WT1_UserDefined_(33382021)_52951012.1	3329
11:32413449-32413625	WT1+WT1_UserDefined_(33382021)_52951013.1	2063
11:32437997-32438184	WT1_Cds_16723622_UserDefined_(33382022)_52950446.1	1235
11:32456257-32456440	WT1_Cds_16724216_UserDefined_(33382023)_52951088.1	2326
11:32456519-32456689	WT1_Cds_16724216_UserDefined_(33382023)_52951089.1	2637
11:32456777-32456964	WT1_Cds_16724216_UserDefined_(33382023)_52951090.1	2552
11:32456135-32456306	WT1_Cds_16724216_UserDefined_(33382023)_52951091.1	2318
11:32456395-32456575	WT1_Cds_16724216_UserDefined_(33382023)_52951092.1	2336
11:32456637-32456826	WT1_Cds_16724216_UserDefined_(33382023)_52951093.1	1387
11:32417880-32418052	WT1_Cds_16724869_UserDefined_(33382024)_52950453.1	1600
11:32417762-32417933	WT1_Cds_16724869_UserDefined_(33382024)_52950454.1	3659
11:32449461-32449650	WT1_Cds_16725277_UserDefined_(33382025)_52951083.1	11
11:32452033-32452204	WT1_Cds_16725840_UserDefined_(33382026)_52950459.1	3147
11:32421571-32421748	WT1_Cds_16726478_UserDefined_(33382027)_52951080.1	13505
11:32421453-32421625	WT1_Cds_16726478_UserDefined_(33382027)_52951081.1	9488
11:32414169-32414348	WT1_Cds_16726691_UserDefined_(33382028)_52950458.1	3346
11:32450138-32450320	WT1_Cds_16726697_UserDefined_(33382029)_52951084.1	4134
11:32450002-32450191	WT1_Cds_16726697_UserDefined_(33382029)_52951085.1	2169
11:32410688-32410862	WT1_Cds_16726793_UserDefined_(33382030)_52950456.1	8153
11:32410566-32410741	WT1_Cds_16726793_UserDefined_(33382030)_52950457.1	6856
11:32439080-32439264	WT1_Cds_16727322_UserDefined_(33382031)_52951082.1	1641
X:15818046-15818233	ZRSR2_Cds_17108890_UserDefined_(33446157)_52951096.1	2520
X:15817934-15818104	ZRSR2_Cds_17108890_UserDefined_(33446157)_52951097.1	3073
X:15840937-15841106	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951100.1	3062
5:112228372-112228541	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951100.2	1031
X:15841169-15841349	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.1	6310
19:7806858-7807014	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.2	1
5:112228604-112228760	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.3	3827
X:15840823-15840992	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951102.1	4081
X:15841051-15841220	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951103.1	1842
X:15841299-15841485	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951104.1	12089
X:15822201-15822385	ZRSR2_Cds_17109727_UserDefined_(33446158)_52951099.1	739
X:15836655-15836835	ZRSR2_Cds_17109998_UserDefined_(33382035)_52951042.1	8250
X:15821766-15821936	ZRSR2_Cds_17110045_UserDefined_(33446159)_52951098.1	1504
X:15827414-15827601	ZRSR2_Cds_17110205_UserDefined_(33382037)_52951021.1	6693
X:15827280-15827469	ZRSR2_Cds_17110205_UserDefined_(33382037)_52951022.1	2766
X:15809024-15809203	ZRSR2_Cds_17110247_UserDefined_(33446160)_52951095.1	418
X:15838295-15838484	ZRSR2_Cds_17110481_UserDefined_(33382039)_52951025.1	370
X:15826323-15826501	ZRSR2_Cds_17111583_UserDefined_(33446161)_52951020.1	1049
X:15833881-15834069	ZRSR2_Cds_17112661_UserDefined_(33382041)_52951023.1	6309
X:15833765-15833936	ZRSR2_Cds_17112661_UserDefined_(33382041)_52951024.1	4635
X:15808586-15808756	ZRSR2_Cds_17113187_UserDefined_(33446162)_52951094.1	2705
