Position	Probe	MeanCoverage
X:123197769-123197949	STAG2_Cds_17123599_UserDefined_(33381987)_52951059.1	2591
X:123197649-123197824	STAG2_Cds_17123599_UserDefined_(33381987)_52951060.1	2016
X:123184119-123184288	STAG2_Cds_17123904_UserDefined_(33381988)_52951057.1	3660
X:123183997-123184175	STAG2_Cds_17123904_UserDefined_(33381988)_52951058.1	2399
X:123210261-123210431	STAG2_Cds_17124183_UserDefined_(33381989)_52951065.1	2877
X:123210147-123210322	STAG2_Cds_17124183_UserDefined_(33381989)_52951066.1	1895
X:123211888-123212077	STAG2_Cds_17124514_UserDefined_(33381990)_52951067.1	2504
X:123211754-123211942	STAG2_Cds_17124514_UserDefined_(33381990)_52951068.1	950
X:123199681-123199867	STAG2_Cds_17124720_UserDefined_(33381991)_52951125.1	823
X:123171424-123171594	STAG2_Cds_17124933_UserDefined_(33381992)_52951123.1	3240
X:123171302-123171478	STAG2_Cds_17124933_UserDefined_(33381992)_52951124.1	2490
X:123205080-123205254	STAG2_Cds_17124972_UserDefined_(33381993)_52951063.1	3317
X:123204956-123205134	STAG2_Cds_17124972_UserDefined_(33381993)_52951064.1	2732
X:123156445-123156617	STAG2_Cds_17125058_UserDefined_(33381994)_52951122.1	949
17:40475095-40475266	STAT3_Exon_20_Cds_16843077_UserDefined_(33381995)_52951073.1	3219
17:40474977-40475148	STAT3_Exon_20_Cds_16843077_UserDefined_(33381995)_52951074.1	1682
17:40474389-40474563	STAT3_Exon_21+STAT3_Exon_21_UserDefined_(33381996)_52951014.1	4828
17:40474267-40474443	STAT3_Exon_21+STAT3_Exon_21_UserDefined_(33381996)_52951015.1	2273
4:106155133-106155302	TET2+TET2_UserDefined_(32935732)_52951312.1	3395
4:106155321-106155490	TET2+TET2_UserDefined_(32935732)_52951313.1	14764
4:106155517-106155687	TET2+TET2_UserDefined_(32935732)_52951314.1	12426
4:106155695-106155864	TET2+TET2_UserDefined_(32935732)_52951315.1	8800
4:106155897-106156066	TET2+TET2_UserDefined_(32935732)_52951316.1	9160
4:106156093-106156262	TET2+TET2_UserDefined_(32935732)_52951317.1	6618
4:106156291-106156462	TET2+TET2_UserDefined_(32935732)_52951318.1	5491
4:106156469-106156638	TET2+TET2_UserDefined_(32935732)_52951319.1	9152
4:106156645-106156814	TET2+TET2_UserDefined_(32935732)_52951320.1	10266
4:106156819-106156988	TET2+TET2_UserDefined_(32935732)_52951321.1	14896
4:106156991-106157161	TET2+TET2_UserDefined_(32935732)_52951322.1	11479
4:106157181-106157352	TET2+TET2_UserDefined_(32935732)_52951323.1	10991
4:106157355-106157524	TET2+TET2_UserDefined_(32935732)_52951324.1	4739
4:106157549-106157718	TET2+TET2_UserDefined_(32935732)_52951325.1	7698
4:106157773-106157942	TET2+TET2_UserDefined_(32935732)_52951326.1	5192
4:106157997-106158171	TET2+TET2_UserDefined_(32935732)_52951327.1	9162
4:106158233-106158411	TET2+TET2_UserDefined_(32935732)_52951328.1	4096
4:106158479-106158649	TET2+TET2_UserDefined_(32935732)_52951329.1	2670
4:106155019-106155188	TET2+TET2_UserDefined_(32935732)_52951330.1	3708
4:106155217-106155386	TET2+TET2_UserDefined_(32935732)_52951331.1	6424
4:106155435-106155604	TET2+TET2_UserDefined_(32935732)_52951332.1	13522
4:106155605-106155776	TET2+TET2_UserDefined_(32935732)_52951333.1	10980
4:106155781-106155950	TET2+TET2_UserDefined_(32935732)_52951334.1	7986
4:106155979-106156149	TET2+TET2_UserDefined_(32935732)_52951335.1	9562
4:106156203-106156373	TET2+TET2_UserDefined_(32935732)_52951336.1	5056
4:106156383-106156552	TET2+TET2_UserDefined_(32935732)_52951337.1	7521
4:106156557-106156727	TET2+TET2_UserDefined_(32935732)_52951338.1	8373
4:106156733-106156902	TET2+TET2_UserDefined_(32935732)_52951339.1	13993
4:106156905-106157075	TET2+TET2_UserDefined_(32935732)_52951340.1	14249
4:106157095-106157265	TET2+TET2_UserDefined_(32935732)_52951341.1	10528
4:106157269-106157440	TET2+TET2_UserDefined_(32935732)_52951342.1	9069
4:106157465-106157635	TET2+TET2_UserDefined_(32935732)_52951343.1	4980
4:106157661-106157831	TET2+TET2_UserDefined_(32935732)_52951344.1	8982
4:106157881-106158051	TET2+TET2_UserDefined_(32935732)_52951345.1	4666
4:106158117-106158287	TET2+TET2_UserDefined_(32935732)_52951346.1	7744
4:106158357-106158533	TET2+TET2_UserDefined_(32935732)_52951347.1	5505
4:106190808-106190977	TET2_Cds_16997501_UserDefined_(33382005)_52951350.1	1891
4:106190694-106190863	TET2_Cds_16997501_UserDefined_(33382005)_52951351.1	2834
4:106190920-106191089	TET2_Cds_16997501_UserDefined_(33382005)_52951352.1	1181
4:106162549-106162732	TET2_Cds_16997560_UserDefined_(33382006)_52951307.1	3164
4:106162417-106162603	TET2_Cds_16997560_UserDefined_(33382006)_52951308.1	3159
4:106163958-106164132	TET2_Cds_16997773_UserDefined_(33382007)_52951029.1	4024
4:106180877-106181059	TET2_Cds_16998929_UserDefined_(33382008)_52951032.1	2815
4:106180741-106180930	TET2_Cds_16998929_UserDefined_(33382008)_52951033.1	3250
4:106164812-106164984	TET2_Cds_16999276_UserDefined_(33382009)_52951030.1	5190
4:106164694-106164866	TET2_Cds_16999276_UserDefined_(33382009)_52951031.1	3849
4:106196164-106196333	TET2_Cds_17000041_UserDefined_(33382010)_52951105.1	5393
4:106196344-106196513	TET2_Cds_17000041_UserDefined_(33382010)_52951106.1	6765
4:106196536-106196705	TET2_Cds_17000041_UserDefined_(33382010)_52951107.1	12726
4:106196718-106196887	TET2_Cds_17000041_UserDefined_(33382010)_52951108.1	9221
4:106196914-106197083	TET2_Cds_17000041_UserDefined_(33382010)_52951109.1	7298
4:106197102-106197271	TET2_Cds_17000041_UserDefined_(33382010)_52951110.1	9520
4:106197298-106197467	TET2_Cds_17000041_UserDefined_(33382010)_52951111.1	11797
4:106197540-106197729	TET2_Cds_17000041_UserDefined_(33382010)_52951112.1	4108
4:106196072-106196241	TET2_Cds_17000041_UserDefined_(33382010)_52951113.1	4126
4:106196256-106196426	TET2_Cds_17000041_UserDefined_(33382010)_52951114.1	6228
4:106196452-106196622	TET2_Cds_17000041_UserDefined_(33382010)_52951115.1	10503
4:106196636-106196805	TET2_Cds_17000041_UserDefined_(33382010)_52951116.1	11746
4:106196832-106197001	TET2_Cds_17000041_UserDefined_(33382010)_52951117.1	7183
4:106197012-106197181	TET2_Cds_17000041_UserDefined_(33382010)_52951118.1	8527
4:106197188-106197357	TET2_Cds_17000041_UserDefined_(33382010)_52951119.1	11675
4:106197414-106197594	TET2_Cds_17000041_UserDefined_(33382010)_52951120.1	3860
4:106197676-106197862	TET2_Cds_17000041_UserDefined_(33382010)_52951121.1	3534
4:106182953-106183142	TET2_Cds_17000050_UserDefined_(33382011)_52951034.1	2077
4:106182831-106183007	TET2_Cds_17000050_UserDefined_(33382011)_52951035.1	937
4:106193800-106193989	TET2_Cds_17001460_UserDefined_(33382012)_52951036.1	2638
4:106193684-106193854	TET2_Cds_17001460_UserDefined_(33382012)_52951037.1	2730
4:106193936-106194118	TET2_Cds_17001460_UserDefined_(33382012)_52951038.1	5239
17:7579397-7579584	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951075.1	3435
17:7579665-7579837	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951076.1	2323
17:7579273-7579447	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951077.1	2976
17:7579531-7579718	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951078.1	2106
17:7579787-7579973	TP53+TP53+TP53+TP53_UserDefined_(33382015)_52951079.1	631
17:7576599-7576784	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950447.1	4427
17:7576851-7577028	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950448.1	3135
17:7577093-7577263	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950449.1	7442
17:7576483-7576655	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950450.1	4372
17:7576731-7576903	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950451.1	4489
17:7576977-7577147	TP53+TP53+TP53+TP53_UserDefined_(33446154)_52950452.1	5344
17:7578262-7578446	TP53+TP53+TP53_UserDefined_(33382013)_52951016.1	8893
17:7578528-7578714	TP53+TP53+TP53_UserDefined_(33382013)_52951017.1	7343
17:7578136-7578317	TP53+TP53+TP53_UserDefined_(33382013)_52951018.1	5643
17:7578396-7578582	TP53+TP53+TP53_UserDefined_(33382013)_52951019.1	5124
17:7574018-7574187	TP53_Cds_16835833_UserDefined_(33446155)_52950444.1	4431
17:7573888-7574072	TP53_Cds_16835833_UserDefined_(33446155)_52950445.1	1262
17:7577458-7577630	TP53_Cds_16837290_UserDefined_(33382017)_52951054.1	5887
17:7572887-7573057	TP53_Cds_16839835_UserDefined_(33446156)_52950455.1	1511
21:44524366-44524552	U2AF1_Exon_2_Cds_16948859_UserDefined_(33382019)_52951028.1	542
21:44514862-44515031	U2AF1_Exon_6_Cds_16946181_UserDefined_(33382020)_52951026.1	1903
21:44514734-44514914	U2AF1_Exon_6_Cds_16946181_UserDefined_(33382020)_52951027.1	3978
11:32413571-32413749	WT1+WT1_UserDefined_(33382021)_52951012.1	2887
11:32413449-32413625	WT1+WT1_UserDefined_(33382021)_52951013.1	2087
11:32437997-32438184	WT1_Cds_16723622_UserDefined_(33382022)_52950446.1	1154
11:32456257-32456440	WT1_Cds_16724216_UserDefined_(33382023)_52951088.1	1892
11:32456519-32456689	WT1_Cds_16724216_UserDefined_(33382023)_52951089.1	2049
11:32456777-32456964	WT1_Cds_16724216_UserDefined_(33382023)_52951090.1	2119
11:32456135-32456306	WT1_Cds_16724216_UserDefined_(33382023)_52951091.1	1738
11:32456395-32456575	WT1_Cds_16724216_UserDefined_(33382023)_52951092.1	1985
11:32456637-32456826	WT1_Cds_16724216_UserDefined_(33382023)_52951093.1	1123
11:32417880-32418052	WT1_Cds_16724869_UserDefined_(33382024)_52950453.1	1201
11:32417762-32417933	WT1_Cds_16724869_UserDefined_(33382024)_52950454.1	2752
11:32449461-32449650	WT1_Cds_16725277_UserDefined_(33382025)_52951083.1	6
11:32452033-32452204	WT1_Cds_16725840_UserDefined_(33382026)_52950459.1	2754
11:32421571-32421748	WT1_Cds_16726478_UserDefined_(33382027)_52951080.1	9844
11:32421453-32421625	WT1_Cds_16726478_UserDefined_(33382027)_52951081.1	6584
11:32414169-32414348	WT1_Cds_16726691_UserDefined_(33382028)_52950458.1	3042
11:32450138-32450320	WT1_Cds_16726697_UserDefined_(33382029)_52951084.1	2921
11:32450002-32450191	WT1_Cds_16726697_UserDefined_(33382029)_52951085.1	1774
11:32410688-32410862	WT1_Cds_16726793_UserDefined_(33382030)_52950456.1	6239
11:32410566-32410741	WT1_Cds_16726793_UserDefined_(33382030)_52950457.1	5095
11:32439080-32439264	WT1_Cds_16727322_UserDefined_(33382031)_52951082.1	1687
X:15818046-15818233	ZRSR2_Cds_17108890_UserDefined_(33446157)_52951096.1	2076
X:15817934-15818104	ZRSR2_Cds_17108890_UserDefined_(33446157)_52951097.1	2603
X:15840937-15841106	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951100.1	2529
5:112228372-112228541	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951100.2	1054
X:15841169-15841349	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.1	4050
19:7806858-7807014	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.2	7
5:112228604-112228760	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951101.3	3678
X:15840823-15840992	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951102.1	2915
X:15841051-15841220	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951103.1	1418
X:15841299-15841485	ZRSR2_Cds_17109196_UserDefined_(33382033)_52951104.1	7074
X:15822201-15822385	ZRSR2_Cds_17109727_UserDefined_(33446158)_52951099.1	1177
X:15836655-15836835	ZRSR2_Cds_17109998_UserDefined_(33382035)_52951042.1	5915
X:15821766-15821936	ZRSR2_Cds_17110045_UserDefined_(33446159)_52951098.1	1397
X:15827414-15827601	ZRSR2_Cds_17110205_UserDefined_(33382037)_52951021.1	4610
X:15827280-15827469	ZRSR2_Cds_17110205_UserDefined_(33382037)_52951022.1	2295
X:15809024-15809203	ZRSR2_Cds_17110247_UserDefined_(33446160)_52951095.1	665
X:15838295-15838484	ZRSR2_Cds_17110481_UserDefined_(33382039)_52951025.1	401
X:15826323-15826501	ZRSR2_Cds_17111583_UserDefined_(33446161)_52951020.1	1086
X:15833881-15834069	ZRSR2_Cds_17112661_UserDefined_(33382041)_52951023.1	4385
X:15833765-15833936	ZRSR2_Cds_17112661_UserDefined_(33382041)_52951024.1	3399
X:15808586-15808756	ZRSR2_Cds_17113187_UserDefined_(33446162)_52951094.1	1659
